"CUSTOMER_ID";"CUSTOMER_LASTNAME";"CUSTOMER_FIRSTNAME";"CUSTOMER_SEX";"CUSTOMER_BIRTHDAY";"CUSTOMER_COUNTRY";"CUSTOMER_REGION";"CUSTOMER_REGIONNAME";"CUSTOMER_POSTCODE";"CUSTOMER_CITY";"CUSTOMER_STREET";"CUSTOMER_HOUSENUMBER";"CUSTOMER_LATITUDE";"CUSTOMER_LONGITUDE";"CUSTOMER_EMAIL";"CUSTOMER_PHONE"
C_000006372;Riecken;Julius;m;"1964-05-08";Germany;HE;Hessen;"60435";Frankfurt am Main;Herrenapfelstraße;"9b";"50.1534601";"8.7027045";julius.riecken@email.com;+49566885983
C_000000129;Schack;Gino;m;"1988-06-30";Switzerland;BE;Bern;"2503";Biel/Bienne;Ländtestrasse;"30";"47.1318474";"7.2386563";gino.schack@email.com;+41731135006
C_000000291;Teubert;Maja;f;"1974-05-13";Germany;SN;Sachsen;"4651";Bad Lausick;Burgstraße;"7";"51.1450578";"12.6390238";maja.teubert@email.com;+49587282681
C_000000718;Meinhardt;Filmon;m;"1955-02-09";Austria;W;Wien;"1140";Wien;Loudonstraße;"46";"48.2119188";"16.2130587";filmon.meinhardt@email.com;+4351478940
C_000006441;Hoven;Elena;f;"1950-10-16";Germany;HE;Hessen;"65931";Frankfurt am Main;Kegelbahn;"5";"50.0974043";"8.4958488";elena.hoven@email.com;+49899254497
C_000008779;Carstensen;Clarissa;f;"1959-09-17";Austria;W;Wien;"1220";Wien;Schrickgasse;"20";"48.2487077";"16.4416288";clarissa.carstensen@email.com;+43867324397
C_000001461;Hamer;Shayla;f;"1978-01-23";Switzerland;JU;Jura;"2855";Glovelier;Route de la Raisse;"28a";"47.3333051";"7.2108357";shayla.hamer@email.com;+41414250797
C_000003605;Distler;Klara;f;"1995-04-04";Austria;W;Wien;"1170";Wien;Pointengasse;"32-36";"48.2261295";"16.2901157";klara.distler@email.com;+43213084761
C_000000118;Schwarzmann;Lara;f;"1940-07-02";Switzerland;AR;Appenzell Ausserrhoden;"9405";Wienacht-Tobel;Unterwienacht;"502";"47.466738";"9.5336254";lara.schwarzmann@email.com;+41854030682
C_000001561;Becker;Selma;f;"1945-05-31";Germany;NW;Nordrhein-Westfalen;"46459";Rees;Empeler Straße;"54";"51.7683205";"6.400738";selma.becker@email.com;+49911580030
C_000010259;Basler;Yara;f;"1993-12-11";Austria;W;Wien;"1220";Wien;Brunellengasse;"7";"48.227911";"16.4633073";yara.basler@email.com;+436691360
C_000000346;Kremers;Muhammad;m;"1995-09-11";Germany;SN;Sachsen;"2708";Rosenbach b Löbau;Oberhof;"8";"51.0901372";"14.7568694";muhammad.kremers@email.com;+49781747946
C_000001523;Plötz;Gerhard;m;"1976-09-03";Switzerland;BE;Bern;"2502";Biel/Bienne;Höheweg;"60";"47.1419064";"7.241342";gerhard.plötz@email.com;+4113479067
C_000001392;Fährmann;Charlotte;f;"1961-03-05";Germany;BE;Berlin;"14165";Berlin;Berlepschstraße;"53 B";"52.4267728";"13.2478743";charlotte.fährmann@email.com;+49251362478
C_000034640;Glöckner;Gabriel;m;"1992-05-01";Germany;NI;Niedersachsen;"49843";Uelsen;Dr.-Leege-Straße;"5";"52.4929453";"6.8699784";gabriel.glöckner@email.com;+49822382150
C_000000321;Beitz;Luisa;f;"1981-07-29";Germany;SN;Sachsen;"8304";Schönheide Erzgeb;Gartenweg;"2";"50.5066415";"12.508925";luisa.beitz@email.com;+49921657340
C_000023827;Ewers;Deniz;m;"1985-07-19";Germany;TH;Thüringen;"99752";Eisenach;Fichtestraße;"21";"50.9858164";"10.3228508";deniz.ewers@email.com;+49434460938
C_000004079;Liebert;Elyesa;m;"1946-10-02";Austria;W;Wien;"1130";Wien;Veitlissengasse;"27";"48.1865981";"16.2573048";elyesa.liebert@email.com;+43902678629
C_000009769;Klas;Franziska;f;"1985-02-09";Austria;W;Wien;"1130";Wien;Streitmanngasse;"18";"48.1588685";"16.2724441";franziska.klas@email.com;+43681027078
C_000000204;Flieger;Leo;m;"1972-10-21";Germany;SN;Sachsen;"2894";Reichenbach /O.L.;Löbauer Straße;"44";"51.1385664";"14.7916018";leo.flieger@email.com;+49267361574
C_000000753;Schug;Ewa;f;"1945-08-18";Austria;W;Wien;"1220";Wien;Junkgasse;"7";"48.2259657";"16.5323993";ewa.schug@email.com;+43389896040
C_000000655;Mayr;Sophie;f;"1961-02-06";Germany;NW;Nordrhein-Westfalen;"40789";Monheim am Rhein;Marienburger Straße;"21";"51.0807757";"6.8859429";sophie.mayr@email.com;+49633606637
C_000000025;Wolf;Adelheid;f;"1996-02-18";Switzerland;OW;Obwalden;"6074";Giswil;Tschachen;"5";"46.8454114";"8.164312";adelheid.wolf@email.com;+41257238537
C_000018323;Schmalenbach;Philip;m;"1945-08-14";Germany;HH;Hamburg;"21037";Hamburg;Vorderdeich;"75";"53.4687433";"10.1597735";philip.schmalenbach@email.com;+49302447607
C_000001181;Büker;Tiara;f;"1952-12-03";Germany;NI;Niedersachsen;"49824";Laar;Ahornstraße;"7";"52.6239064";"6.765069";tiara.büker@email.com;+49949135047
C_000029153;Klauke;Lino;m;"1955-01-23";Germany;BY;Bayern;"85051";Ingolstadt;Haunwöhrer Str.;"16";"48.752776";"11.429419";lino.klauke@email.com;+49850242419
C_000000526;Schöttler;Hasan;m;"1973-05-15";Germany;NW;Nordrhein-Westfalen;"47533";Kleve;Waldstraße;"66";"51.7893989";"6.1231694";hasan.schöttler@email.com;+49116533066
C_000004938;Reif;Juliana;f;"2002-04-23";Austria;W;Wien;"1220";Wien;Elfingerweg;"12";"48.2928839";"16.4844158";juliana.reif@email.com;+43900382418
C_000000636;Kobler;Julian;m;"2001-09-21";Switzerland;GR;Graubünden;"6537";Grono;Carà Rompéda;"8";"46.2503849";"9.1515595";julian.kobler@email.com;+41889080536
C_000002198;Krautwurst;Jamali;m;"1962-10-30";Germany;HE;Hessen;"60386";Frankfurt am Main;Fachfeldstraße;"12";"50.121355";"8.7684853";jamali.krautwurst@email.com;+49244038826
C_000009172;König;Finja;f;"1966-05-15";Austria;W;Wien;"1130";Wien;Oskar-Jascha-Gasse;"46";"48.1599351";"16.2656744";finja.könig@email.com;+43399193493
C_000000609;Hammermeister;Eve;f;"1999-07-02";Germany;NW;Nordrhein-Westfalen;"52249";Eschweiler;Goerdtstraße;"32";"50.8274623";"6.2392799";eve.hammermeister@email.com;+49816987477
C_000002935;Rosch;Vincent;m;"1962-09-02";Germany;HE;Hessen;"60433";Frankfurt am Main;Kobbachstraße;"25";"50.1616891";"8.6587167";vincent.rosch@email.com;+49496619172
C_000000603;Grandt;Miguel;m;"1955-08-20";Germany;SN;Sachsen;"2977";Hoyerswerda;Alte Berliner Straße;"20";"51.4437778";"14.2435291";miguel.grandt@email.com;+49948915519
C_000001133;Zähringer;Lukas;m;"1952-11-30";Switzerland;FR;Freiburg;"1470";Estavayer-le-Lac;Rue de la Gare;"7";"46.8484541";"6.8462451";lukas.zähringer@email.com;+41499977734
C_000005377;Benzing;Emilia;f;"1957-10-28";Austria;W;Wien;"1190";Wien;Wiener Schüttau;"30";"48.2870615";"16.3441592";emilia.benzing@email.com;+43708924875
C_000000076;Oelmann;Viktoria;f;"1971-09-29";Germany;BE;Berlin;"10627";Berlin;Stuttgarter Platz;"4";"52.505766";"13.3052641";viktoria.oelmann@email.com;+49231957365
C_000000428;Sperlich;Samuele;m;"1989-12-11";Switzerland;BE;Bern;"3773";Matten (St. Stephan);Oberstegstrasse;"10a";"46.4923719";"7.4345392";samuele.sperlich@email.com;+41149419385
C_000000492;Jaensch;Leonidas;m;"1993-08-24";Switzerland;AI;Appenzell Innerrhoden;"9057";Wasserauen;Kohlbett;"1";"47.2732768";"9.4094096";leonidas.jaensch@email.com;+41568216221
C_000024330;Riebe;Emma;f;"1973-01-06";Germany;NI;Niedersachsen;"49846";Hoogstede;Schwarzer Diek;"21";"52.5815386";"6.9517694";emma.riebe@email.com;+49215875858
C_000000431;Mahler;Hermine;f;"1994-06-05";Switzerland;BE;Bern;"3604";Thun;Schadaustrasse;"9b";"46.7471119";"7.6305823";hermine.mahler@email.com;+41626738728
C_000001135;Pfisterer;Philipp;m;"1954-02-03";Switzerland;NE;Neuenburg;"2113";Boveresse;Rue du Stand;"8";"46.9183474";"6.601358";philipp.pfisterer@email.com;+41631845830
C_000000608;Schacht;Liya;f;"1997-06-09";Germany;SN;Sachsen;"1844";Neustadt in Sachsen;Mittelweg;"103";"51.02356";"14.1806805";liya.schacht@email.com;+49255160766
C_000000956;Hinkel;Angelina;f;"1943-07-28";Germany;NW;Nordrhein-Westfalen;"47551";Bedburg-Hau;Dr.-Verweyen-Str.;"8";"51.7643354";"6.2584014";angelina.hinkel@email.com;+49904617544
C_000012119;Görlich;Tobias;m;"2001-06-05";Germany;BY;Bayern;"80539";München;Maximilianstraße;"26";"48.138404";"11.58247";tobias.görlich@email.com;+49623375478
C_000000672;Brodt;Sophia;f;"1944-11-10";Germany;SN;Sachsen;"4249";Leipzig;Fuchspfad;"16";"51.2799563";"12.2983062";sophia.brodt@email.com;+49118026887
C_000000437;Schrimpf;Angelina;f;"1983-03-20";Switzerland;OW;Obwalden;"6074";Giswil;Ächerli;"1.1";"46.8299755";"8.1896441";angelina.schrimpf@email.com;+41958262678
C_000003911;Gleixner;Angelina;f;"1995-03-07";Austria;W;Wien;"1070";Wien;Mariahilfer Straße;"56";"48.1992071";"16.3519749";angelina.gleixner@email.com;+43636883819
C_000024357;Horn;Josef;m;"1991-01-09";Germany;NI;Niedersachsen;"49835";Wietmarschen;Von-Twickel-Straße;"18";"52.5183708";"7.1302563";josef.horn@email.com;+49467706879
C_000000440;Ziermann;Martina;f;"1970-05-11";Germany;BE;Berlin;"10409";Berlin;Grellstraße;"11 B";"52.5440659";"13.4305294";martina.ziermann@email.com;+493423226
C_000002222;Molzahn;Lukardis;f;"1972-09-13";Germany;HE;Hessen;"60528";Frankfurt am Main;Paul-Tillich-Straße;"25";"50.0778864";"8.6432416";lukardis.molzahn@email.com;+49264911175
C_000001136;Linhart;Daniel;m;"1964-02-18";Switzerland;BE;Bern;"2502";Biel/Bienne;Rue du Wasen;"30a";"47.1448596";"7.2544847";daniel.linhart@email.com;+41848189560
C_000001621;Bosselmann;Selin;f;"1955-10-18";Germany;NW;Nordrhein-Westfalen;"42781";Haan;Retsch-Allee;"5";"51.2087122";"7.0050488";selin.bosselmann@email.com;+49363793505
C_000000611;Erhard;Armalia;f;"1967-03-16";Germany;SN;Sachsen;"4860";Torgau;Rudolf-Breitscheid-Straße;"5";"51.5573696";"12.9998327";armalia.erhard@email.com;+49601861827
C_000003096;Schlingmann;Haitam;m;"1977-11-15";Germany;HE;Hessen;"60325";Frankfurt am Main;Zeppelinallee;"31";"50.1229537";"8.6529078";haitam.schlingmann@email.com;+49438082204
C_000002792;Bentz;Emmi;f;"1959-01-31";Austria;W;Wien;"1210";Wien;Trisannagasse;"23A";"48.2780354";"16.444908";emmi.bentz@email.com;+43800019975
C_000000443;Fritzler;Fynn;m;"1944-10-25";Switzerland;BS;Basel-Stadt;"4125";Riehen;Petrisweg;"11";"47.5953662";"7.6445465";fynn.fritzler@email.com;+41573172058
C_000000207;Meis;Aleyna;f;"1979-05-03";Germany;NW;Nordrhein-Westfalen;"47608";Geldern;Friedrich-Spee-Straße;"16";"51.5172141";"6.3279209";aleyna.meis@email.com;+49640327579
C_000000079;Leuschner;Kanu;m;"1994-12-29";Germany;BE;Berlin;"14163";Berlin;Rondellstraße;"8 A";"52.4358617";"13.2455262";kanu.leuschner@email.com;+49893155339
C_000000616;Demmel;Götz;m;"1971-07-18";Germany;SN;Sachsen;"1683";Nossen;Steinbuschstraße;"27";"51.0508743";"13.2946097";götz.demmel@email.com;+49799594385
C_000023272;Bruckner;Ronja;f;"1956-01-14";Germany;TH;Thüringen;"99752";Witzleben;Brauhausgasse;"64a";"50.8169507";"11.1351941";ronja.bruckner@email.com;+49913748567
C_000000494;Thewes;Noah;m;"1993-08-04";Switzerland;BE;Bern;"3803";Beatenberg;Schluuche;"719";"46.6978687";"7.8247176";noah.thewes@email.com;+41442072846
C_000008118;Hauk;Helene;f;"1959-05-29";Austria;W;Wien;"1080";Wien;Lenaugasse;"11";"48.2104408";"16.3540433";helene.hauk@email.com;+43302173406
C_000001137;Gies;Lotta;f;"1969-07-04";Switzerland;BE;Bern;"2562";Port;Lindenweg;"7c";"47.1123107";"7.248971";lotta.gies@email.com;+41222290711
C_000002226;Steinhauer;Magnus;m;"1992-04-07";Germany;HE;Hessen;"60437";Frankfurt am Main;Philipp-Schnell-Straße;"46";"50.1823115";"8.6919035";magnus.steinhauer@email.com;+49325791055
C_000012441;Giegerich;Finn;m;"1973-01-24";Germany;BY;Bayern;"80538";München;Maxmonument;"19";"48.137568";"11.588162";finn.giegerich@email.com;+49459197728
C_000000447;Höner;Tino;m;"1966-10-29";Switzerland;BL;Basel-Landschaft;"4402";Frenkendorf;Eggstrasse;"55";"47.5090512";"7.7164205";tino.höner@email.com;+41241448017
C_000000626;Kleimann;Marie;f;"1974-04-16";Germany;NW;Nordrhein-Westfalen;"32479";Hille;Obere Straße;"125";"52.3270637";"8.8090979";marie.kleimann@email.com;+49694173966
C_000000055;August;Arthur;m;"1996-10-07";Switzerland;GE;Genf;"1283";Dardagny;Route du Mandement;"553";"46.1955138";"5.9925831";arthur.august@email.com;+41234656426
C_000000619;Rudloff;Klaus;m;"1998-10-09";Germany;SN;Sachsen;"4758";Oschatz;Biberweg;"4";"51.2990794";"13.1177159";klaus.rudloff@email.com;+49806192990
C_000005637;Gehr;Niklas;m;"1981-12-19";Germany;HE;Hessen;"60435";Frankfurt am Main;Boskoopstraße;"21";"50.1578485";"8.6981032";niklas.gehr@email.com;+49650690030
C_000000685;Stegemann;Elena;f;"2001-10-07";Germany;SN;Sachsen;"1844";Neustadt in Sachsen;Kirchstraße;"23";"51.0562324";"14.1746617";elena.stegemann@email.com;+49806976942
C_000003929;Kreibich;Priya;f;"1948-12-20";Austria;W;Wien;"1130";Wien;Seelosgasse;"14";"48.1758129";"16.2780402";priya.kreibich@email.com;+43155595139
C_000000957;Herwig;Ben;m;"1975-04-22";Germany;NW;Nordrhein-Westfalen;"45721";Haltern am See;Im Mühlbachtal;"6";"51.7546332";"7.2089369";ben.herwig@email.com;+49896457744
C_000003400;Jöns;Carolus;m;"1986-11-22";Germany;HE;Hessen;"60596";Frankfurt am Main;Morgensternstraße;"3a";"50.1015797";"8.6778972";carolus.jöns@email.com;+49649912071
C_000002366;Wendling;Ilias;m;"1975-08-07";Germany;HE;Hessen;"60529";Frankfurt am Main;Goldsteinstraße;"275";"50.0828794";"8.6141421";ilias.wendling@email.com;+49956082109
C_000040010;Bärwald;Eduard;m;"1986-07-23";Germany;NI;Niedersachsen;"49828";Georgsdorf;Am Kanal;"54";"52.5657454";"7.0816923";eduard.bärwald@email.com;+49293909276
C_000001138;Maßmann;Alina;f;"1972-04-17";Switzerland;BE;Bern;"3672";Oberdiessbach;Mattenweg;"6";"46.8381383";"7.619875";alina.maßmann@email.com;+41522153025
C_000000496;Schöffel;Joel;m;"1952-08-25";Switzerland;GR;Graubünden;"7444";Ausserferrera;Dorf;"25";"46.557038";"9.4395571";joel.schöffel@email.com;+4195667274
C_000001582;Oetken;Eliana;f;"1989-08-16";Germany;BE;Berlin;"12355";Berlin;Freitaler Straße;"8 A";"52.4135742";"13.4813112";eliana.oetken@email.com;+49999609553
C_000000460;Mosel;Elias;m;"1951-12-25";Germany;BE;Berlin;"13465";Berlin;Wahnfriedstraße;"49";"52.638438";"13.2821307";elias.mosel@email.com;+49654721614
C_000000453;Best;Mayssa;f;"1955-09-09";Switzerland;BE;Bern;"3433";Schwanden im Emmental;Schwandenmatte;"102";"46.9777904";"7.6879013";mayssa.best@email.com;+41995520933
C_000009200;Springmann;Valentina;f;"1976-11-24";Austria;W;Wien;"1160";Wien;Seitenberggasse;"42-48";"48.2193068";"16.3135527";valentina.springmann@email.com;+43402740632
C_000008130;Cinar;Julius;m;"1967-04-17";Austria;W;Wien;"1190";Wien;Salmannsdorfer Straße;"94";"48.2538719";"16.2862984";julius.cinar@email.com;+43475018360
C_000000625;Kutter;Jonathan;m;"1941-05-11";Germany;SN;Sachsen;"4299";Leipzig;Ohmweg;"1";"51.3218613";"12.4365071";jonathan.kutter@email.com;+49440028905
C_000001139;Seeber;Leon;m;"1994-05-10";Switzerland;GR;Graubünden;"7203";Trimmis;Violaweg;"13";"46.8956542";"9.5625534";leon.seeber@email.com;+41640146800
C_000010999;Merkert;Clemens;m;"1996-06-14";Austria;W;Wien;"1160";Wien;Johann-Nepomuk-Berger-Platz;"3";"48.2126399";"16.3265778";clemens.merkert@email.com;+43367849284
C_000002432;Rehm;Elise;f;"1970-11-30";Germany;HE;Hessen;"60389";Frankfurt am Main;Wilhelmshöher Straße;"205";"50.1474314";"8.7313085";elise.rehm@email.com;+49668736793
C_000024498;Mentzel;Timo;m;"1994-07-20";Germany;NI;Niedersachsen;"49846";Hoogstede;Zur Friedenseiche;"12";"52.5848505";"6.9488824";timo.mentzel@email.com;+49844879562
C_000005448;Endreß;Victoria;f;"1977-01-19";Austria;W;Wien;"1100";Wien;Oberlaaer Straße;"94";"48.1385121";"16.3957376";victoria.endreß@email.com;+43408195922
C_000000455;Ledermann;Marie;f;"1945-10-03";Switzerland;LU;Luzern;"4806";Wikon;Bahnhofstrasse;"27";"47.2615631";"7.960105";marie.ledermann@email.com;+41377974888
C_000001591;Hahner;Hanna;f;"1964-12-25";Germany;BE;Berlin;"13593";Berlin;Fahremundstraße;"35";"52.5143737";"13.1721497";hanna.hahner@email.com;+49745367498
C_000001148;Schau;Rayan;m;"1974-11-19";Switzerland;FR;Freiburg;"1716";Schwarzsee;Seeweid;"40";"46.6615383";"7.2756645";rayan.schau@email.com;+41877044435
C_000000963;Kulzer;Muhammed;m;"1941-12-06";Germany;NW;Nordrhein-Westfalen;"46446";Emmerich am Rhein;Wilhelmstraße;"15";"51.8748074";"6.1576023";muhammed.kulzer@email.com;+49492996762
C_000000628;Thoms;Slavchov;m;"1941-06-11";Germany;SN;Sachsen;"8468";Heinsdorfergrund;Hauptstraße;"80";"50.635279";"12.3929288";slavchov.thoms@email.com;+49607559347
C_000012600;Maruhn;Yasin;m;"1974-04-23";Germany;BY;Bayern;"80333";München;Theatinerstraße;"20";"48.1419466";"11.5771138";yasin.maruhn@email.com;+49572498989
C_000000686;Warth;Luca;m;"2001-10-25";Germany;SN;Sachsen;"1855";Sebnitz;Hertigswalder Kirchweg;"3";"50.9666508";"14.2742537";luca.warth@email.com;+49411094518
C_000002483;Ellinger;Sophia;f;"1961-11-23";Germany;HE;Hessen;"60488";Frankfurt am Main;Pützerstraße;"45";"50.1444474";"8.611186";sophia.ellinger@email.com;+49259995805
C_000011006;Schnur;Fabian;m;"1977-05-04";Austria;W;Wien;"1120";Wien;Schlöglgasse;"47";"48.168754";"16.3080839";fabian.schnur@email.com;+43465810947
C_000002805;Maron;Helena;f;"1979-07-16";Austria;W;Wien;"1050";Wien;Spengergasse;"14";"48.1846094";"16.3579241";helena.maron@email.com;+4373007836
C_000003407;Möller;Maj;f;"1974-07-10";Germany;HE;Hessen;"60385";Frankfurt am Main;Spessartstraße;"12";"50.1253587";"8.708387";maj.möller@email.com;+49536128293
C_000000456;Dörflinger;Carlotta;f;"1957-01-15";Switzerland;BS;Basel-Stadt;"4125";Riehen;Steingrubenweg;"192";"47.5889766";"7.6664946";carlotta.dörflinger@email.com;+4124801619
C_000001149;Glas;Ute;f;"1963-11-01";Switzerland;BL;Basel-Landschaft;"4153";Reinach BL;Stockackerstrasse;"31";"47.5086421";"7.5994468";ute.glas@email.com;+41633026414
C_000000629;Hilger;Ayaz;m;"1941-05-13";Germany;SN;Sachsen;"9306";Seelitz b Rochlitz;Zschaagwitzer Straße;"2";"51.0565228";"12.8433767";ayaz.hilger@email.com;+4980367197
C_000008142;Willmann;Imane;f;"1942-08-04";Austria;W;Wien;"1110";Wien;Kühgasse;"1";"48.1623442";"16.470765";imane.willmann@email.com;+43728992174
C_000009206;Wallbaum;Marie;m;"1942-06-15";Austria;W;Wien;"1170";Wien;Kastnergasse;"32";"48.2226096";"16.3316188";marie.wallbaum@email.com;+43330177906
C_000002494;Schedlbauer;Brian;m;"1969-08-15";Germany;HE;Hessen;"60316";Frankfurt am Main;Berger Straße;"17";"50.1192062";"8.693012";brian.schedlbauer@email.com;+49785939079
C_000006984;Nielsen;Marlon;m;"1968-07-11";Germany;HE;Hessen;"60433";Frankfurt am Main;Burgholzer Straße;"10";"50.1555364";"8.6680608";marlon.nielsen@email.com;+49463449133
C_000005467;Sabel;Sophie;f;"1952-08-02";Austria;W;Wien;"1010";Wien;Maysedergasse;"2";"48.2043229";"16.3701066";sophie.sabel@email.com;+43642681730
C_000025108;Ewald;Felix;m;"1984-07-03";Germany;NI;Niedersachsen;"49835";Wietmarschen;Nordkampstraße;"12";"52.5315374";"7.1212092";felix.ewald@email.com;+49319897611
C_000000457;Kämper;Leonard;m;"1960-04-05";Switzerland;BL;Basel-Landschaft;"4418";Reigoldswil;Mittelbiel;"10";"47.3962004";"7.6913194";leonard.kämper@email.com;+41232023236
C_000000056;Kähler;Niclas;m;"1965-12-16";Switzerland;BE;Bern;"3400";Burgdorf;Fabrikweg;"2";"47.0684538";"7.6040288";niclas.kähler@email.com;+41711789178
C_000001150;Briese;Adam;m;"1975-08-30";Switzerland;BL;Basel-Landschaft;"4448";Läufelfingen;Halde;"54";"47.3950412";"7.8497539";adam.briese@email.com;+41600983927
C_000000498;Haugg;Dilawer;m;"1996-06-29";Switzerland;AG;Aargau;"5082";Kaisten;Bodenmattweg;"6";"47.5435332";"8.0424834";dilawer.haugg@email.com;+41562451709
C_000000630;Felske;Fabian;m;"1949-09-02";Germany;SN;Sachsen;"1067";Dresden;Magdeburger Straße;"10";"51.0616244";"13.7217568";fabian.felske@email.com;+49983575658
C_000000027;Herzberger;Ecrin;f;"1944-09-20";Germany;SN;Sachsen;"1728";Bannewitz;Ernst-Ludwig-Kirchner-Straße;"10";"50.9886161";"13.7534001";ecrin.herzberger@email.com;+49282527586
C_000000262;Mittendorf;Nicolas;m;"1957-09-25";Germany;SN;Sachsen;"9217";Burgstädt Sachs;Dr.-Robert-Koch-Straße;"27";"50.9193612";"12.8068621";nicolas.mittendorf@email.com;+49933341825
C_000000208;Hofmann;Jakob;m;"1967-02-24";Germany;NW;Nordrhein-Westfalen;"47574";Goch;Brückenstr.;"61";"51.6813151";"6.1594422";jakob.hofmann@email.com;+49208919824
C_000002502;Rühle;Julien;m;"1971-10-27";Germany;HE;Hessen;"60386";Frankfurt am Main;Raiffeisenstraße;"91";"50.1293064";"8.7367638";julien.rühle@email.com;+49468297760
C_000040199;Wohlleben;Amerigo;m;"1964-09-18";Germany;NI;Niedersachsen;"49846";Hoogstede;Zur Friedenseiche;"11";"52.5848245";"6.9484212";amerigo.wohlleben@email.com;+49464210036
C_000000965;Eble;Luis;m;"1991-12-21";Germany;NW;Nordrhein-Westfalen;"40721";Hilden;Am Bürenbach;"29";"51.182316";"6.9430869";luis.eble@email.com;+49517619919
C_000005699;Wüstefeld;Isabel;f;"1962-04-15";Germany;HE;Hessen;"60320";Frankfurt am Main;Carl-Goerdeler-Straße;"26";"50.1408995";"8.6720187";isabel.wüstefeld@email.com;+49584252429
C_000000462;Haak;Lena;f;"1946-08-25";Germany;BE;Berlin;"12627";Berlin;Mark-Twain-Straße;"50";"52.5359929";"13.6141353";lena.haak@email.com;+49619915621
C_000003934;Schüttler;Ryaan;m;"1998-03-18";Austria;W;Wien;"1160";Wien;Steinmüllergasse;"15";"48.2246791";"16.3035919";ryaan.schüttler@email.com;+43317430405
C_000000459;Treiber;Til;m;"1971-02-25";Switzerland;GE;Genf;"1245";Collonge-Bellerive;Chemin de Sous-Caran;"53";"46.2519982";"6.1955591";til.treiber@email.com;+41384800352
C_000001151;Utech;Marie;f;"1979-06-22";Switzerland;BE;Bern;"2572";Sutz;Seerain;"4";"47.0950343";"7.2053811";marie.utech@email.com;+41993676215
C_000008172;Scharff;Jamie;m;"1977-04-17";Austria;W;Wien;"1210";Wien;Verbindungsweg;"6";"48.2416889";"16.4022669";jamie.scharff@email.com;+43176708854
C_000000637;Weidig;Livia;f;"1954-08-28";Germany;SN;Sachsen;"8309";Eibenstock;Otto-Findeisen-Straße;"12";"50.4937123";"12.601482";livia.weidig@email.com;+49105716313
C_000001156;Wurst;Michelle;f;"1987-01-16";Switzerland;AG;Aargau;"5036";Oberentfelden;Untere Holzstrasse;"18";"47.3626952";"8.0402172";michelle.wurst@email.com;+41809687767
C_000001574;Wiesmann;Eva;f;"1995-08-22";Switzerland;AG;Aargau;"5452";Oberrohrdorf;Buechraiweg;"20";"47.4189407";"8.3119561";eva.wiesmann@email.com;+41973885383
C_000000688;Kammel;Malina;f;"2000-10-25";Germany;SN;Sachsen;"2794";Leutersdorf OL;Dorfstraße;"82";"50.9366079";"14.6731042";malina.kammel@email.com;+49618433803
C_000000627;Grosser;Hajar;f;"1991-04-15";Germany;NW;Nordrhein-Westfalen;"40789";Monheim am Rhein;Thomasstraße;"21";"51.1192622";"6.8854961";hajar.grosser@email.com;+49268637518
C_000002599;Bläser;Solin;f;"1991-02-02";Germany;HE;Hessen;"60528";Frankfurt am Main;Melibocusstraße;"38";"50.0843676";"8.6381581";solin.bläser@email.com;+49690347624
C_000029247;Herberger;Eda;f;"1942-12-10";Germany;HB;Bremen;"28201";Bremen;Nollendorfer Str.;"40";"53.050720";"8.816928";eda.herberger@email.com;+49156669877
C_000002825;Meinen;Adrian;m;"1996-01-07";Austria;W;Wien;"1210";Wien;Stadlweg;"6";"48.2641638";"16.4362491";adrian.meinen@email.com;+43614196106
C_000000465;Breyer;Altan;m;"1992-02-07";Switzerland;BL;Basel-Landschaft;"4442";Diepflingen;Salamanderweg;"4";"47.444744";"7.8416379";altan.breyer@email.com;+41948574267
C_000000542;Schaumburg;Tim;m;"1993-02-08";Germany;NW;Nordrhein-Westfalen;"47669";Wachtendonk;Seidenstr.;"2";"51.4078616";"6.3410038";tim.schaumburg@email.com;+49511382365
C_000001596;Bitzer;Florian;m;"1956-10-23";Germany;BE;Berlin;"12057";Berlin;Aronsstraße;"51";"52.4753217";"13.4653052";florian.bitzer@email.com;+49317849136
C_000025167;Ehl;Celina;f;"1969-02-10";Germany;NI;Niedersachsen;"49824";Emlichheim;Wildestraße;"24";"52.6046407";"6.8394";celina.ehl@email.com;+49712236158
C_000020381;Henschel;Ibrahim;m;"1983-03-30";Germany;SH;Schleswig-Holstein;"24976";Flensburg;Lundweg;"2";"54.73983545";"9.410853075606196";ibrahim.henschel@email.com;+49617382205
C_000000644;Rödel;Bedriye;f;"1991-09-22";Germany;SN;Sachsen;"4159";Leipzig;Friedrich-Bosse-Straße;"107";"51.3730177";"12.3229388";bedriye.rödel@email.com;+49434229887
C_000007111;Rahner;Can-Luca;m;"1990-06-04";Germany;HE;Hessen;"65931";Frankfurt am Main;Farbenstraße;"98a";"50.0770139";"8.5103775";can-luca.rahner@email.com;+49696810513
C_000000063;Rinke;Phoebe;f;"1977-12-30";Switzerland;BE;Bern;"3054";Schüpfen;Oberholz;"7c";"47.0324399";"7.3730291";phoebe.rinke@email.com;+41760924016
C_000001158;Schendel;David;m;"1940-03-05";Switzerland;BL;Basel-Landschaft;"4438";Langenbruck;Schöntalstrasse;"35";"47.3519533";"7.7708563";david.schendel@email.com;+41449884192
